months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
1.0781395802224778,0.9908364694613041,-0.09595306819970395,532,2,1,-0.22238259044849376,0.6167046113377183,-0.4794758203104481,-0.4895293418109439,1,4,2,17,0,1.011330643263252,0.9538505081700629,49,2,3,0,4,4,1,996,-0.9562606642355124,-0.8238649762007128,2,0.009759465477002306,0.461837853772224,2,0.7142574246765716,-0.18928317351454105,1.1655049667775859,0.7496527191568344,10,1,-0.1834403993553725,1
0.20899460156739996,0.334073453910285,-0.7915273900788213,821,1,1,1.412783515790431,-0.2425211822310571,1.6979802210630675,-0.46100804723623845,1,4,6,15,2,-0.9019267788874382,0.9538505081700629,41,3,0,1,4,5,5,628,-0.524475295074384,-0.8238649762007128,0,-1.2101737191482849,-1.3386995878348875,0,-1.8073118529031411,-1.3638219361992567,-1.3726959881951921,-1.8233459324942756,8,12,0.3154908772231269,1
-0.6080016783683733,-1.0889130797835898,0.5505659385557017,186,2,0,1.412783515790431,0.6422326608104326,1.6979802210630675,-0.9848845068804367,0,6,11,2,3,0.35802323082155296,0.9538505081700629,44,0,2,1,4,1,1,685,-0.6684037514614268,1.1400563019893057,1,1.2296926501022896,1.3621065745757797,1,-0.6863617592631065,0.054643724844064816,-0.7360720558613336,-0.785564512155687,4,30,0.3154908772231269,0
0.45235519559082177,0.2246129513184485,-1.2393342285577889,766,0,1,1.412783515790431,0.6528864214250482,2.1334714293377703,1.4916820134677022,0,6,1,2,4,0.8533881919037205,-1.2675773539696165,19,2,1,0,4,2,0,669,-0.9562606642355124,-0.8238649762007128,0,0.009759465477002306,0.461837853772224,1,0.4031350356033909,-0.22412987328005615,-0.21972235178598903,0.6776066379082136,3,34,1.4796638559062922,1
0.20899460156739996,0.5529944590939581,-0.6958337187882231,181,0,2,-0.22238259044849376,1.3419798531788798,2.1334714293377703,1.527808056351221,1,0,11,2,4,1.4672099915055368,-0.6837405440482903,34,3,0,1,2,1,0,220,1.2026661815701296,-0.8238649762007128,1,-1.2101737191482849,-0.4384308670313317,1,-1.753121229714999,-1.2572320310341516,-1.3996540048738246,-1.7682518703629773,0,31,0.6481117282754599,0
0.45235519559082177,0.005691946134775455,-1.718900141252044,385,2,1,-0.22238259044849376,0.3880175421447501,-0.4794758203104481,-0.31756435436541064,0,6,12,3,4,-0.9019267788874382,0.9538505081700629,3,0,2,0,1,4,0,891,1.0587377251830867,1.1400563019893057,1,-1.2101737191482849,0.461837853772224,1,0.429661914087097,-0.20978123220013817,-0.20520649665134078,0.7072726713635281,10,3,-0.349750824881539,1
-0.5819273290087209,-0.5416105668244071,-0.5147641832835862,112,1,1,-0.22238259044849376,0.3152851379488144,-0.4794758203104481,-0.8302220660457815,1,6,9,2,0,-0.9019267788874382,-1.7873345140215287,25,0,1,1,4,1,6,539,-1.6759029461707264,1.1400563019893057,0,-1.2101737191482849,-1.3386995878348875,0,0.9810420311412722,2.8731267941136704,-0.05175317094220225,0.6421133478813196,9,29,1.1470430048539593,0
-0.3385667349852991,-0.21322905904889758,-0.4561928220255143,60,0,0,-0.22238259044849376,-0.4891557404594162,-0.4794758203104481,1.4230020663558138,1,0,12,0,4,-0.9019267788874382,0.9538505081700629,54,0,1,2,4,5,1,276,1.634451550731258,1.1400563019893057,0,1.2296926501022896,0.461837853772224,2,-0.04441129995742071,0.3990111107620966,0.4106804997758774,-0.2701171808695989,1,5,1.6459742814324587,0
-1.5379868055293064,-0.6510710694162436,-0.23575526744151026,132,0,0,-1.0399656435679563,0.764546027866696,-0.4794758203104481,1.4026157594215454,0,6,7,9,3,-0.9019267788874382,0.9538505081700629,58,2,1,2,4,6,0,429,1.3465946379571725,-0.8238649762007128,1,0.009759465477002306,-0.4384308670313317,2,-0.9497357670656164,-0.9559105683558737,-0.9600309636530493,-0.835361068312822,12,9,1.1470430048539593,0
0.0699314049825875,0.334073453910285,0.3514957022856597,772,0,0,-1.0399656435679563,0.24288054177179058,-0.4794758203104481,1.3921365557886667,1,6,8,4,5,-0.9019267788874382,-0.44522184731213893,9,2,2,2,3,0,2,224,0.33909544324787283,-0.8238649762007128,1,1.2296926501022896,-0.4384308670313317,0,-0.3964608729768907,-0.5602980357238491,-0.5598081006548906,-0.2664089266876846,10,1,-1.5139238035647045,0
